order_id,customer_id,order_date,order_amount,discount,order_status,customer_email
O000129,C00025,2026-06-14,3517.2,4.13,shipped,user11@example.com
O000130,C00926,2026-06-29,3425.3,14.02,paid,user151@example.com
O000131,C00190,2026-06-25,1209.96,41.73,shipped,user177@example.com
O000132,C00116,2026-06-29,1709.56,38.45,PROCESSING,user92@example.com
O000133,C00163,2026-06-25,1483.94,12.32,delivered,user100@example.com
,C00105,2026-06-27,3809.12,5.11,cancelled,user23@example.com
O000135,C00044,2026-06-27,2074.91,38.96,paid,user44@example.com
O000136,C00051,2026-06-26,1505.76,39.13,delivered,user35@example.com
O000137,C00083,2026-06-27,2206.71,21.53,cancelled,user178@example.com
O000138,C00145,2026-06-26,4839.14,39.1,delivered,user140@example.com
O000139,C00036,2026-06-28,2197.89,14.57,delivered,user62@example.com
O000140,C00093,2026-06-25,2401.38,20.04,delivered,user138@example.com
O000141,C00085,2026-06-28,3238.53,2.21,delivered,user111@example.com
O000142,C00007,2026-06-25,1112.95,18.71,cancelled,user76@example.com
O000143,C00179,2026-06-27,1721.9,39.21,pending,user18@example.com
O000144,C00119,2026-06-28,4650.31,37.02,shipped,user104@example.com
O000145,C00138,2026-06-28,2253.38,2368.63,pending,user84@example.com
O000146,C00173,2026-06-27,2988.88,30.57,delivered,user77@example.com
O000147,C00109,2026-06-29,923.39,34.67,paid,user163@example.com
O000148,C00125,2026-06-27,710.08,15.73,shipped,user99@example.com
O000149,C00058,2026-06-26,2448.61,4.13,shipped,user44@example.com
O000150,C00113,2026-06-25,579.89,38.76,pending,user109@example.com
O000151,C00061,2026-06-26,1321.45,43.11,pending,user189@example.com
O000152,C00138,2026-06-28,3926.4,40.68,cancelled,user181@example.com
O000153,C00033,2026-06-29,686.59,37.5,shipped,user34@example.com
O000154,C00197,2026-06-26,719.44,31.62,pending,user132@example.com
O000155,C00179,2026-06-25,22.34,38.71,delivered,user17@example.com
O000156,C00175,2026-06-27,4143.43,16.89,delivered,user12@example.com
O000157,C00078,2026-06-26,2288.03,49.59,paid,user71@example.com
O000158,C00001,2026-06-29,1987.74,15.28,pending,user20@example.com
O000158,C00027,2026-06-29,4940.89,21.12,delivered,user95@example.com
O000160,C00161,2026-06-28,351.37,28.16,shipped,user106@example.com
O000161,C00166,2026-06-29,2951.97,19.2,paid,user142@example.com
O000162,C00014,2026-05-03,4380.38,10.27,delivered,user62@example.com
O000163,C00140,2026-06-29,4934.54,46.7,cancelled,user196@example.com
O000164,C00109,2026-06-01,208.74,3.02,cancelled,user22@example.com
O000165,C00112,2026-06-01,4871.82,7.77,pending,user62@example.com
O000166,C00089,2026-06-27,113722.04,32.9,pending,user185@example.com
O000167,C00148,2026-06-29,3859.44,1.47,pending,user128@example.com
O000168,C00063,2026-06-27,3868.91,44.71,refund_pending,user94@example.com
O000169,C00031,2026-06-26,1130.33,12.41,pending,user14@example.com
O000170,C00075,2026-05-16,4331.5,38.68,unknown,user78@example.com
O000171,C00163,not-a-date,3664.99,27.33,PROCESSING,user3@example.com
O000172,C00024,2026-06-29,1033.92,49.16,paid,user60@example.com
O000173,C00112,2026-06-29,2908.05,25.27,cancelled,user34@example.com
O000174,C00028,2026-06-27,1597.11,13.6,cancelled,user120@example.com
O000175,C00084,2026-06-26,1332.39,6.0,cancelled,user183@example.com
O000176,C00027,2026-06-28,165.1,20.22,paid,user36@example.com
O000177,C00020,2026-06-26,1867.48,31.51,shipped,user17@example.com
O000178,C00102,2026-06-27,621.41,47.11,delivered,user98@example.com
O000179,C00123,2026-06-28,182.9,30.96,delivered,user72@example.com
O000180,C00089,2026-06-25,3976.28,49.47,cancelled,user129@example.com
O000181,C00026,2026-05-28,302.37,49.58,paid,user62@example.com
O000182,C00152,2026-06-28,2882.7,49.13,paid,user189@example.com
O000183,C00045,2026-06-25,719.09,47.42,delivered,user24@example.com
,C00038,2026-06-27,4590.3,10.07,shipped,user37@example.com
O000185,C00125,2026-06-26,2934.22,16.83,delivered,user45@example.com
O000186,C00180,2026-06-25,4074.13,18.92,paid,user101@example.com
O000187,C00082,2026-06-25,1112.27,28.28,pending,user23@example.com
O000188,C00113,2026-06-01,1255.21,3.39,pending,user43@example.com
O000189,C00009,2026-06-26,3945.76,28.9,delivered,user82@example.com
O000190,C00181,2026-06-29,2739.76,44.91,cancelled,user168@example.com
O000191,C00025,2026-06-28,2052.31,27.71,shipped,user147@example.com
O000191,C00122,2026-05-03,3129.2,24.02,shipped,user79@example.com
O000193,C00068,2026-06-26,932.56,44.27,shipped,user69@example.com
O000194,C00108,2026-06-25,2075.79,37.82,delivered,user176@example.com
O000195,C00194,2026-04-30,183.3,28.56,cancelled,user43@example.com
O000196,C00018,2026-06-26,1017.58,41.13,shipped,user143@example.com
O000197,C00195,2026-06-25,2942.0,39.08,cancelled,user26@example.com
O000198,C00071,2026-06-27,4390.69,13.21,delivered,user159@example.com
O000199,C00078,2026-06-28,255.96,23.76,shipped,user126@example.com
O000200,C00055,2026-06-26,3872.41,16.04,pending,user105@example.com
O000201,C00008,2026-06-28,337.43,35.48,cancelled,user52@example.com
O000202,C00126,2026-06-27,1848.08,23.21,pending,user46@example.com
O000203,C00200,2026-06-27,3747.32,34.44,paid,user57@example.com
O000204,C00156,2026-05-02,54.4,45.58,pending,user79@example.com
O000205,C00002,2026-06-26,1267.47,23.33,delivered,user170@example.com
O000206,C00183,2026-06-29,2413.87,16.81,shipped,user167@example.com
O000207,C00067,2026-06-25,2026.45,15.98,delivered,user104@example.com
O000208,C00044,2026-06-28,3434.73,31.92,shipped,user143@example.com
O000209,C00079,2026-06-28,4735.15,44.98,paid,user85@example.com
O000210,C00175,2026-05-05,2922.04,47.22,cancelled,user77@example.com
O000211,C00125,2026-06-25,4465.3,49.33,paid,user46@example.com
O000212,C00110,2026-06-25,3824.77,24.48,cancelled,user123@example.com
O000213,C00089,2026-05-25,3786.67,3798.69,paid,user27@example.com
O000214,C00126,2026-06-27,2285.07,26.01,paid,user49@example.com
O000215,C00164,2026-06-28,1063.84,1.1,pending,user137@example.com
O000216,C00053,2026-06-29,3451.85,20.84,delivered,spaces in@addr.com
O000217,C00028,2026-06-28,2099.94,44.93,shipped,user156@example.com
O000218,C00911,2026-06-27,810.26,27.41,delivered,user29@example.com
O000219,C00026,2026-06-29,4524.85,32.22,shipped,user11@example.com
O000220,C00069,2026-06-29,58.26,6.92,delivered,user24@example.com
O000221,C00179,2026-06-26,3452.61,23.91,paid,user41@example.com
O000222,C00125,2026-06-25,1904.96,2250.35,paid,user106@example.com
O000223,C00177,2026-06-25,3839.97,28.83,shipped,user25@example.com
O000224,C00121,2026-06-28,4196.77,27.92,paid,user43@example.com
O000225,C00115,2026-05-31,2756.97,18.93,delivered,user128@example.com
O000226,C00131,2026-06-26,188.8,27.45,cancelled,user168@example.com
O000227,C00030,2026-06-26,1666.54,38.37,shipped,user169@example.com
O000228,C00157,2026-06-25,1875.71,5.32,delivered,user31@example.com
O000229,C00116,2026-06-29,3788.18,2.33,pending,user151@example.com
O000230,C00045,2026-05-18,4195.69,24.15,paid,user33@example.com
O000231,C00116,2026-06-26,4897.71,45.8,shipped,user36@example.com
O000232,C00176,2026-06-27,3562.25,46.78,cancelled,user173@example.com
O000233,C00137,2026-06-27,3554.66,38.04,delivered,user109@example.com
O000234,C00177,2026-06-28,1342.22,39.28,paid,user53@example.com
O000235,C00013,2026-06-25,4325.56,37.12,shipped,user100@example.com
O000236,C00181,2026-05-29,1023.41,43.44,paid,user95@example.com
O000237,C00011,2026-06-27,2249.59,49.17,cancelled,user143@example.com
O000237,C00078,2026-06-28,209.3,46.43,cancelled,user147@example.com
O000239,C00055,2026-06-25,350.2,25.26,pending,user85@example.com
O000240,C00011,2026-06-29,582.46,17.3,cancelled,user83@example.com
O000241,C00076,2026-06-29,4557.57,41.11,delivered,user50@example.com
O000242,C00053,2026-06-25,46.58,3.27,delivered,user180@example.com
O000243,C00065,2026-05-02,777.24,22.96,pending,user148@example.com
O000244,C00191,2026-06-27,94.29,33.66,cancelled,user180@example.com
O000245,C00137,2026-06-25,441.66,38.26,pending,user192@example.com
O000246,C00138,2026-06-27,4787.38,0.56,已发货,user22@example.com
O000247,C00146,2026-06-25,720.85,9.2,pending,user193@example.com
O000248,C00168,2026-06-29,1260.93,9.87,shipped,user73@example.com
O000249,C00081,2026-06-27,3470.36,7.62,delivered,user57@example.com
O000250,C00166,2026-06-27,4390.65,23.14,cancelled,user72@example.com
O000251,C00197,2026-06-29,3639.85,44.61,cancelled,user10@example.com
O000252,C00131,2026-06-27,1968.57,44.57,paid,user94@example.com
O000253,C00038,2026-06-28,3788.46,7.02,cancelled,user124@example.com
O000254,C00012,2026-06-28,223.61,10.34,delivered,user167@example.com
O000255,C00020,2026-06-27,2897.37,28.51,cancelled,user97@example.com
O000256,C00165,2026-06-26,4436.99,0.33,paid,user39@example.com
O000257,C00106,2026-06-27,3604.08,24.08,paid,user12@example.com
O000258,C00992,2026-06-28,289.0,12.91,cancelled,user187@example.com
O000259,C00131,2026-06-26,861.13,41.52,paid,user186@example.com
O000260,C00156,2026-06-28,551.76,10.12,delivered,user122@example.com
O000261,C00095,2026-06-29,2416.38,6.52,delivered,user179@example.com
O000262,C00123,2026-06-25,4025.06,45.39,delivered,user22@example.com
O000263,C00028,2026-06-29,2894.16,3224.89,shipped,user167@example.com
O000264,C00124,2026-06-26,3777.31,20.66,shipped,user79@example.com
O000265,C00087,2026-06-29,3741.59,22.33,paid,user158@example.com
O000266,C00021,2026-06-09,4118.04,23.58,shipped,user186@example.com
O000267,C00169,2026-06-25,296.74,38.68,pending,user133@example.com
O000268,C00200,2026-06-28,3373.38,17.99,pending,user172@example.com
O000269,C00071,2026-06-09,2752.47,36.31,shipped,user50@example.com
,C00138,2026-06-25,541.26,3.62,cancelled,user148@example.com
O000271,C00067,2026-06-27,4806.58,22.94,pending,user163@example.com
O000272,C00192,2026-06-27,2587.36,0.49,pending,user20@example.com
O000273,C00062,2026-06-28,4736.12,34.16,paid,user53@example.com
O000274,C00124,2026-06-29,4601.74,33.79,cancelled,user81@example.com
O000275,C00139,2026-06-25,1408.53,11.1,delivered,user89@example.com
O000276,C00157,2026-06-26,1585.1,0.42,pending,user48@example.com
O000277,C00047,2026-06-26,2125.47,20.95,delivered,user148@example.com
O000278,C00128,2026-06-26,988.36,40.0,pending,user162@example.com
O000279,C00162,2026-06-25,248.07,4.95,shipped,user191@example.com
O000280,C00167,2026-06-29,2064.69,17.55,cancelled,user200@example.com
O000281,C00087,2026-06-29,1911.54,14.33,paid,user157@example.com
O000282,C00093,2026-06-27,3268.54,35.52,delivered,user134@example.com
O000283,C00122,2026-06-27,4702.78,35.03,pending,user7@example.com
O000284,C00033,2026-06-29,3277.62,44.27,shipped,@no-local.com
O000285,C00153,2026-06-25,4674.94,27.43,cancelled,user192@example.com
O000286,C00966,2026-06-27,2413.44,11.36,delivered,user195@example.com
O000286,C00049,2026-06-26,1505.06,38.29,pending,user144@example.com
O000288,C00176,2026-06-28,1322.27,21.11,cancelled,user167@example.com
O000289,C00005,2026-06-27,560.68,22.77,delivered,noatsign.com
O000290,C00119,2026-06-09,761.91,24.68,delivered,user9@example.com
O000291,C00032,2026-06-29,2720.53,9.08,delivered,user183@example.com
O000292,C00080,2026-05-16,3679.26,4.7,delivered,user41@example.com
O000293,C00112,2026-06-27,1001.63,44.38,pending,user43@example.com
O000294,C00128,2026-06-25,3919.54,23.76,pending,user159@example.com
O000295,C00194,2026-06-28,3509.63,39.57,cancelled,user113@example.com
O000296,C00140,2026-06-29,2431.66,21.88,paid,user188@example.com
O000297,C00130,2026-06-25,783.58,14.78,pending,user48@example.com
O000298,C00040,2026-06-29,3294.86,26.95,delivered,user83@example.com
O000299,C00100,2026-06-06,901.41,1.56,pending,user135@example.com
O000300,C00164,2026-06-29,4651.75,10.44,pending,user143@example.com
O000301,C00025,2026-05-06,1336.42,2.03,paid,user60@example.com
O000302,C00118,2026-06-28,2796.53,27.91,cancelled,user110@example.com
O000303,C00084,2026-06-28,2674.16,30.0,cancelled,user106@example.com
O000304,C00904,2026-06-28,1881.56,27.51,delivered,user73@example.com
O000305,C00131,2026-06-28,1081.97,15.75,shipped,user147@example.com
O000306,C00188,2026-06-25,1256.79,12.81,cancelled,user84@example.com
O000307,C00198,2026-06-29,2980.2,15.02,pending,user112@example.com
O000308,C00139,2026-06-25,4643.98,31.69,cancelled,user84@example.com
O000309,C00087,2026-06-26,3766.67,28.76,delivered,user147@example.com
O000310,C00158,2026-06-28,3812.54,24.05,cancelled,user135@example.com
O000311,C00007,2026-06-29,571.52,20.68,shipped,user44@example.com
O000312,C00014,2026-06-29,4621.82,11.67,pending,user159@example.com
O000313,C00134,2026-06-29,1532.54,23.56,paid,user141@example.com
O000314,C00159,not-a-date,4531.14,26.34,paid,user120@example.com
O000315,C00131,2026-06-27,4322.77,0.95,paid,user26@example.com
O000316,C00101,2026-06-26,2807.83,35.62,shipped,user5@example.com
O000317,C00072,2026-06-25,1386.63,3.1,pending,user88@example.com
O000318,C00155,2026-06-25,4364.78,34.33,delivered,user139@example.com
O000319,C00145,2026-06-28,1551.9,35.26,paid,user82@example.com
O000320,C00191,2026-06-28,3638.13,38.27,delivered,user164@example.com
O000321,C00092,2026-06-25,3088.56,30.28,paid,user200@example.com
O000322,C00106,2026-06-26,2462.31,6.88,pending,user172@example.com
O000323,C00156,2026-06-25,2454.82,16.24,delivered,user98@example.com
O000324,C00102,2026-06-29,2608.04,22.58,paid,user11@example.com
O000325,C00014,2026-06-26,4423.14,38.68,shipped,user37@example.com
O000326,C00152,2026-06-25,4689.83,34.81,已发货,user52@example.com
O000327,C00182,2026-06-28,3594.69,6.18,shipped,user131@example.com
O000328,C00014,2026-06-27,2831.8,32.98,paid,user80@example.com
O000329,C00127,2026-06-28,27.63,281.47,pending,user151@example.com
O000330,C00168,2026-05-10,1397.78,31.43,paid,user38@example.com
O000331,C00144,2026-06-29,553.35,49.69,cancelled,user117@example.com
O000332,C00178,2026-06-26,4103.12,37.92,delivered,user85@example.com
O000333,C00082,2026-06-25,4936.07,24.18,shipped,user148@example.com
O000334,C00120,2026-06-26,2467.6,9.0,refund_pending,user31@example.com
O000335,C00130,2026-05-23,2806.47,2915.05,pending,@no-local.com
O000336,C00166,2026-06-03,978.14,41.69,delivered,user40@example.com
O000337,C00005,2026-06-26,4639.67,2.8,shipped,user176@example.com
O000338,C00153,2026-06-29,1702.37,18.76,cancelled,user193@example.com
O000339,C00010,2026-05-30,1864.2,41.47,paid,user24@example.com
O000340,C00133,2026-06-26,3664.88,26.18,pending,user34@example.com
O000341,C00027,2026-06-27,4662.36,34.35,delivered,user169@example.com
O000342,C00041,2026-06-28,970.8,13.83,pending,user4@example.com
O000343,C00087,2026-06-27,716.37,35.22,pending,user13@example.com
O000344,C00080,2026-05-18,1965.66,35.23,delivered,user51@example.com
O000345,C00176,2026-06-26,2843.27,4.65,pending,user197@example.com
O000346,C00008,2026-06-27,1966.46,34.98,shipped,user29@example.com
O000347,C00078,2026-06-28,2544.67,20.28,cancelled,user103@example.com
O000348,C00088,2026-06-29,1710.16,40.7,delivered,user61@example.com
O000349,C00104,2026-06-29,2964.89,23.15,paid,user28@example.com
O000350,C00170,2026-06-29,461.76,40.85,pending,user137@example.com
O000351,C00089,2026-06-27,2855.68,45.66,delivered,plainname
O000352,C00008,2026-06-25,4839.82,0.04,pending,user180@example.com
O000353,C00040,2026-06-28,3315.81,23.74,shipped,user172@example.com
O000354,C00179,2026-06-26,4875.13,6.79,delivered,user109@example.com
O000355,C00069,2026-06-28,937.1,30.23,paid,user140@example.com
O000356,C00021,2026-06-25,2412.85,34.52,shipped,user157@example.com
O000357,C00121,2026-05-05,2700.59,28.98,cancelled,user121@example.com
O000358,C00162,2026-06-28,186.28,46.14,cancelled,user44@example.com
O000359,C00071,2026-05-14,421.73,25.28,paid,user4@example.com
O000360,C00088,2026-06-27,4041.13,13.06,cancelled,user38@example.com
O000361,C00068,2026-06-26,1197.36,22.01,shipped,user30@example.com
O000362,C00004,2026-06-25,1175.97,34.18,cancelled,user115@example.com
O000363,C00069,2026-05-11,3190.75,47.81,shipped,user66@example.com
O000364,C00908,2026-06-25,3854.78,26.0,shipped,user4@example.com
O000365,C00164,2026-06-27,973.47,1.19,paid,user31@example.com
O000366,C00071,2026-06-28,4481.05,34.78,pending,user178@example.com
O000367,C00018,2026-06-11,1920.17,16.63,shipped,user52@example.com
O000368,C00147,2026-06-28,3073.69,5.31,pending,user199@example.com
O000369,C00198,2026-06-26,1339.52,35.0,cancelled,user112@example.com
O000370,C00078,2026-06-26,4771.24,40.9,shipped,user162@example.com
O000371,C00077,2026-06-26,3804.66,14.5,delivered,user28@example.com
O000372,C00139,2026-06-28,188.13,1.27,delivered,user128@example.com
O000373,C00174,2026-06-11,1695.22,36.05,cancelled,user138@example.com
O000374,C00079,2026-06-29,2361.39,45.9,refund_pending,user25@example.com
O000375,C00189,2026-06-26,2978.94,30.78,shipped,user84@example.com
O000376,C00044,2026-06-28,3823.5,29.65,paid,user142@example.com
O000377,C00023,2026-06-25,1886.89,7.89,pending,user152@example.com
O000378,C00010,2026-06-28,724.01,13.55,paid,user184@example.com
O000379,C00195,2026-06-29,2792.97,9.6,cancelled,user130@example.com
O000380,C00094,2026-06-28,3429.37,48.43,pending,user112@example.com
O000381,C00061,2026-06-29,4625.06,8.79,pending,user152@example.com
O000382,C00019,2026-06-29,1637.4,4.9,delivered,user125@example.com
O000383,C00009,2026-06-27,690.66,35.99,paid,user16@example.com
O000384,C00148,2026-06-28,4433.18,30.18,cancelled,user59@example.com
O000385,C00057,2026-06-26,1403.06,36.5,shipped,user152@example.com
O000386,C00062,2026-05-15,3670.05,25.21,pending,spaces in@addr.com
O000387,C00007,2026-06-29,89.49,33.45,cancelled,user119@example.com
O000388,C00076,2026-06-26,3522.47,0.07,shipped,user70@example.com
O000389,C00029,2026-06-25,4405.43,36.79,shipped,user120@example.com
O000390,C00193,2026-04-30,3870.14,6.92,delivered,user180@example.com
O000391,C00121,2026-06-26,1392.96,3.17,cancelled,user174@example.com
O000392,C00020,2026-06-29,949.88,44.2,paid,user71@example.com
O000393,C00189,2026-06-29,1472.92,48.48,shipped,user75@example.com
O000394,C00136,2026-06-27,2064.34,17.14,cancelled,user114@example.com
O000395,C00043,2026-06-28,2426.37,48.54,shipped,user42@example.com
O000396,C00048,2026-06-28,814.66,5.85,delivered,@no-local.com
O000397,C00082,2026-06-25,1514.78,46.02,paid,user190@example.com
O000398,C00188,2026-06-25,3337.77,39.98,shipped,user11@example.com
O000399,C00197,2026-06-26,1793.39,16.32,cancelled,user6@example.com
O000400,C00184,2026-06-26,980.31,15.89,shipped,user95@example.com
O000401,C00187,2026-06-25,447.12,36.39,delivered,user109@example.com
O000402,C00981,2026-06-27,2378.32,43.38,cancelled,user70@example.com
